______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 1.91 | Accuracy: 0.51
[Training] Itteration/Batch: 725/2176: Loss: 0.59 | Accuracy: 0.98
[Training] Itteration/Batch: 750/2176: Loss: 0.96 | Accuracy: 0.89
[Training] Itteration/Batch: 775/2176: Loss: 0.55 | Accuracy: 0.98
[Training] Itteration/Batch: 800/2176: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 825/2176: Loss: 1.38 | Accuracy: 0.88
[Training] Itteration/Batch: 850/2176: Loss: 0.82 | Accuracy: 1.00
[Training] Itteration/Batch: 875/2176: Loss: 0.77 | Accuracy: 0.89
[Training] Itteration/Batch: 900/2176: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 925/2176: Loss: 3.65 | Accuracy: 0.86
[Training] Itteration/Batch: 950/2176: Loss: 0.41 | Accuracy: 0.96
[Training] Itteration/Batch: 975/2176: Loss: 1.84 | Accuracy: 0.70
[Training] Itteration/Batch: 1000/2176: Loss: 0.89 | Accuracy: 0.93
[Training] Itteration/Batch: 1025/2176: Loss: 1.58 | Accuracy: 0.93
[Training] Itteration/Batch: 1050/2176: Loss: 2.82 | Accuracy: 0.88
[Training] Itteration/Batch: 1075/2176: Loss: 1.29 | Accuracy: 0.85
[Training] Itteration/Batch: 1100/2176: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 1125/2176: Loss: 1.33 | Accuracy: 0.88
[Training] Itteration/Batch: 1150/2176: Loss: 1.59 | Accuracy: 0.97
[Training] Itteration/Batch: 1175/2176: Loss: 0.76 | Accuracy: 0.93
[Training] Itteration/Batch: 1200/2176: Loss: 0.47 | Accuracy: 1.00
[Training] Itteration/Batch: 1225/2176: Loss: 1.21 | Accuracy: 0.90
[Training] Itteration/Batch: 1250/2176: Loss: 1.16 | Accuracy: 0.97
[Training] Itteration/Batch: 1275/2176: Loss: 1.11 | Accuracy: 0.98
[Training] Itteration/Batch: 1300/2176: Loss: 1.32 | Accuracy: 0.87
[Training] Itteration/Batch: 1325/2176: Loss: 1.80 | Accuracy: 0.84
[Training] Itteration/Batch: 1350/2176: Loss: 0.65 | Accuracy: 0.98
[Training] Itteration/Batch: 1375/2176: Loss: 0.86 | Accuracy: 0.91
[Training] Itteration/Batch: 1400/2176: Loss: 2.15 | Accuracy: 0.94
[Training] Itteration/Batch: 1425/2176: Loss: 1.34 | Accuracy: 0.81
[Training] Itteration/Batch: 1450/2176: Loss: 0.65 | Accuracy: 0.97
[Training] Itteration/Batch: 1475/2176: Loss: 1.57 | Accuracy: 0.93
[Training] Itteration/Batch: 1500/2176: Loss: 0.67 | Accuracy: 0.93
[Training] Itteration/Batch: 1525/2176: Loss: 3.26 | Accuracy: 0.92
[Training] Itteration/Batch: 1550/2176: Loss: 1.17 | Accuracy: 0.90
[Training] Itteration/Batch: 1575/2176: Loss: 0.86 | Accuracy: 0.95
[Training] Itteration/Batch: 1600/2176: Loss: 1.07 | Accuracy: 0.95
[Training] Itteration/Batch: 1625/2176: Loss: 0.91 | Accuracy: 0.98
[Training] Itteration/Batch: 1650/2176: Loss: 1.04 | Accuracy: 0.98
[Training] Itteration/Batch: 1675/2176: Loss: 1.31 | Accuracy: 0.91
[Training] Itteration/Batch: 1700/2176: Loss: 1.19 | Accuracy: 0.85
[Training] Itteration/Batch: 1725/2176: Loss: 1.01 | Accuracy: 0.98
[Training] Itteration/Batch: 1750/2176: Loss: 1.35 | Accuracy: 0.83
[Training] Itteration/Batch: 1775/2176: Loss: 0.93 | Accuracy: 0.98
[Training] Itteration/Batch: 1800/2176: Loss: 1.30 | Accuracy: 0.87
[Training] Itteration/Batch: 1825/2176: Loss: 0.47 | Accuracy: 0.93
[Training] Itteration/Batch: 1850/2176: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 1875/2176: Loss: 0.85 | Accuracy: 0.95
[Training] Itteration/Batch: 1900/2176: Loss: 0.41 | Accuracy: 1.00
[Training] Itteration/Batch: 1925/2176: Loss: 1.47 | Accuracy: 0.96
[Training] Itteration/Batch: 1950/2176: Loss: 1.29 | Accuracy: 0.88
[Training] Itteration/Batch: 1975/2176: Loss: 0.91 | Accuracy: 0.90
[Training] Itteration/Batch: 2000/2176: Loss: 0.38 | Accuracy: 1.00
[Training] Itteration/Batch: 2025/2176: Loss: 1.05 | Accuracy: 0.90
[Training] Itteration/Batch: 2050/2176: Loss: 0.67 | Accuracy: 0.96
[Training] Itteration/Batch: 2075/2176: Loss: 1.04 | Accuracy: 0.92
[Training] Itteration/Batch: 2100/2176: Loss: 1.45 | Accuracy: 0.92
[Training] Itteration/Batch: 2125/2176: Loss: 0.87 | Accuracy: 0.94
[Training] Itteration/Batch: 2150/2176: Loss: 1.40 | Accuracy: 0.86
[Training] Itteration/Batch: 2175/2176: Loss: 0.94 | Accuracy: 0.86

Epoch 3: Val Bin. F1 Majority 0.3913857638835907 | Val Macro F1 Majority 0.6810082643397362 |             Val Bin F1 Individual 0.38271069526672363 | Val Macro F1 Individual 0.6731429982603316 |             Val Accuracy Majority 0.943965494632721 | Val Accuracy Individual 0.9312097430229187 | Training Loss:1.0622128248214722 |             Val Loss 1.2186235189437866 | Train Runtime Millis 257126.65789201856 | Val Runtime Millis 49118.89391602017

______________________________	 Running Epoch 4 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 0.88 | Accuracy: 0.92
[Training] Itteration/Batch:  25/2176: Loss: 0.83 | Accuracy: 0.98
[Training] Itteration/Batch:  50/2176: Loss: 0.87 | Accuracy: 0.92
[Training] Itteration/Batch:  75/2176: Loss: 0.65 | Accuracy: 0.95
[Training] Itteration/Batch: 100/2176: Loss: 0.41 | Accuracy: 0.98
[Training] Itteration/Batch: 125/2176: Loss: 1.47 | Accuracy: 0.96
[Training] Itteration/Batch: 150/2176: Loss: 0.81 | Accuracy: 0.97
[Training] Itteration/Batch: 175/2176: Loss: 0.56 | Accuracy: 0.98
[Training] Itteration/Batch: 200/2176: Loss: 0.50 | Accuracy: 0.97
[Training] Itteration/Batch: 225/2176: Loss: 1.46 | Accuracy: 0.96
[Training] Itteration/Batch: 250/2176: Loss: 0.96 | Accuracy: 0.88
[Training] Itteration/Batch: 275/2176: Loss: 0.73 | Accuracy: 0.98
[Training] Itteration/Batch: 300/2176: Loss: 0.62 | Accuracy: 0.94
[Training] Itteration/Batch: 325/2176: Loss: 0.32 | Accuracy: 1.00
[Training] Itteration/Batch: 350/2176: Loss: 0.62 | Accuracy: 0.98
[Training] Itteration/Batch: 375/2176: Loss: 1.56 | Accuracy: 0.79
[Training] Itteration/Batch: 400/2176: Loss: 1.52 | Accuracy: 0.97
[Training] Itteration/Batch: 425/2176: Loss: 1.40 | Accuracy: 0.91
[Training] Itteration/Batch: 450/2176: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 475/2176: Loss: 1.18 | Accuracy: 0.98
[Training] Itteration/Batch: 500/2176: Loss: 0.93 | Accuracy: 0.96
[Training] Itteration/Batch: 525/2176: Loss: 1.61 | Accuracy: 0.95
[Training] Itteration/Batch: 550/2176: Loss: 1.66 | Accuracy: 0.92
[Training] Itteration/Batch: 575/2176: Loss: 1.91 | Accuracy: 0.98
[Training] Itteration/Batch: 600/2176: Loss: 0.38 | Accuracy: 1.00
[Training] Itteration/Batch: 625/2176: Loss: 0.72 | Accuracy: 0.95
[Training] Itteration/Batch: 650/2176: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 675/2176: Loss: 0.38 | Accuracy: 0.98
[Training] Itteration/Batch: 700/2176: Loss: 1.14 | Accuracy: 0.90
[Training] Itteration/Batch: 725/2176: Loss: 0.44 | Accuracy: 0.95
[Training] Itteration/Batch: 750/2176: Loss: 0.73 | Accuracy: 0.98
[Training] Itteration/Batch: 775/2176: Loss: 0.85 | Accuracy: 0.89
[Training] Itteration/Batch: 800/2176: Loss: 1.11 | Accuracy: 0.95
[Training] Itteration/Batch: 825/2176: Loss: 0.28 | Accuracy: 1.00
[Training] Itteration/Batch: 850/2176: Loss: 0.97 | Accuracy: 0.88
[Training] Itteration/Batch: 875/2176: Loss: 1.03 | Accuracy: 0.92
[Training] Itteration/Batch: 900/2176: Loss: 1.33 | Accuracy: 0.97
[Training] Itteration/Batch: 925/2176: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 950/2176: Loss: 0.37 | Accuracy: 0.96
[Training] Itteration/Batch: 975/2176: Loss: 0.71 | Accuracy: 0.93
[Training] Itteration/Batch: 1000/2176: Loss: 0.35 | Accuracy: 1.00
[Training] Itteration/Batch: 1025/2176: Loss: 0.70 | Accuracy: 0.90
[Training] Itteration/Batch: 1050/2176: Loss: 0.93 | Accuracy: 0.84
[Training] Itteration/Batch: 1075/2176: Loss: 0.49 | Accuracy: 0.95
[Training] Itteration/Batch: 1100/2176: Loss: 0.87 | Accuracy: 0.96
[Training] Itteration/Batch: 1125/2176: Loss: 0.56 | Accuracy: 0.93
[Training] Itteration/Batch: 1150/2176: Loss: 0.62 | Accuracy: 0.95
[Training] Itteration/Batch: 1175/2176: Loss: 1.05 | Accuracy: 0.96
[Training] Itteration/Batch: 1200/2176: Loss: 3.03 | Accuracy: 0.95
[Training] Itteration/Batch: 1225/2176: Loss: 0.63 | Accuracy: 0.93
[Training] Itteration/Batch: 1250/2176: Loss: 1.35 | Accuracy: 0.91
[Training] Itteration/Batch: 1275/2176: Loss: 0.94 | Accuracy: 0.93
[Training] Itteration/Batch: 1300/2176: Loss: 0.61 | Accuracy: 0.93
[Training] Itteration/Batch: 1325/2176: Loss: 0.51 | Accuracy: 0.98
[Training] Itteration/Batch: 1350/2176: Loss: 0.65 | Accuracy: 0.92
[Training] Itteration/Batch: 1375/2176: Loss: 0.95 | Accuracy: 0.91
[Training] Itteration/Batch: 1400/2176: Loss: 0.85 | Accuracy: 0.91
[Training] Itteration/Batch: 1425/2176: Loss: 0.81 | Accuracy: 0.91
[Training] Itteration/Batch: 1450/2176: Loss: 0.66 | Accuracy: 0.98
[Training] Itteration/Batch: 1475/2176: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 1500/2176: Loss: 0.79 | Accuracy: 0.93
[Training] Itteration/Batch: 1525/2176: Loss: 0.72 | Accuracy: 0.93
[Training] Itteration/Batch: 1550/2176: Loss: 1.14 | Accuracy: 0.98
[Training] Itteration/Batch: 1575/2176: Loss: 0.60 | Accuracy: 0.97
[Training] Itteration/Batch: 1600/2176: Loss: 0.78 | Accuracy: 0.98
[Training] Itteration/Batch: 1625/2176: Loss: 0.25 | Accuracy: 1.00
[Training] Itteration/Batch: 1650/2176: Loss: 0.54 | Accuracy: 0.93
[Training] Itteration/Batch: 1675/2176: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 1700/2176: Loss: 2.85 | Accuracy: 0.98
[Training] Itteration/Batch: 1725/2176: Loss: 0.92 | Accuracy: 0.98
[Training] Itteration/Batch: 1750/2176: Loss: 0.63 | Accuracy: 1.00
[Training] Itteration/Batch: 1775/2176: Loss: 1.14 | Accuracy: 0.91
[Training] Itteration/Batch: 1800/2176: Loss: 0.18 | Accuracy: 1.00
[Training] Itteration/Batch: 1825/2176: Loss: 0.23 | Accuracy: 1.00
[Training] Itteration/Batch: 1850/2176: Loss: 0.58 | Accuracy: 0.96
[Training] Itteration/Batch: 1875/2176: Loss: 0.84 | Accuracy: 0.96
[Training] Itteration/Batch: 1900/2176: Loss: 1.39 | Accuracy: 0.94
[Training] Itteration/Batch: 1925/2176: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 1950/2176: Loss: 0.66 | Accuracy: 0.93
[Training] Itteration/Batch: 1975/2176: Loss: 2.45 | Accuracy: 0.89
[Training] Itteration/Batch: 2000/2176: Loss: 0.33 | Accuracy: 0.98
[Training] Itteration/Batch: 2025/2176: Loss: 1.04 | Accuracy: 0.88
[Training] Itteration/Batch: 2050/2176: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 2075/2176: Loss: 2.54 | Accuracy: 0.95
[Training] Itteration/Batch: 2100/2176: Loss: 0.75 | Accuracy: 0.95
[Training] Itteration/Batch: 2125/2176: Loss: 1.71 | Accuracy: 0.90
[Training] Itteration/Batch: 2150/2176: Loss: 1.03 | Accuracy: 0.89
[Training] Itteration/Batch: 2175/2176: Loss: 0.21 | Accuracy: 1.00

Epoch 4: Val Bin. F1 Majority 0.3790035545825958 | Val Macro F1 Majority 0.673692755985631 |             Val Bin F1 Individual 0.38192668557167053 | Val Macro F1 Individual 0.6723583326201331 |             Val Accuracy Majority 0.939827561378479 | Val Accuracy Individual 0.9298058748245239 | Training Loss:0.9250865578651428 |             Val Loss 1.2398293018341064 | Train Runtime Millis 260282.19096397515 | Val Runtime Millis 49087.97763497569

______________________________	 Running Epoch 5 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 1.13 | Accuracy: 0.93
[Training] Itteration/Batch:  25/2176: Loss: 0.88 | Accuracy: 0.95
[Training] Itteration/Batch:  50/2176: Loss: 0.70 | Accuracy: 0.95
[Training] Itteration/Batch:  75/2176: Loss: 1.19 | Accuracy: 0.91
[Training] Itteration/Batch: 100/2176: Loss: 1.73 | Accuracy: 0.97
[Training] Itteration/Batch: 125/2176: Loss: 0.54 | Accuracy: 0.93
[Training] Itteration/Batch: 150/2176: Loss: 0.37 | Accuracy: 0.96
[Training] Itteration/Batch: 175/2176: Loss: 0.41 | Accuracy: 0.97
[Training] Itteration/Batch: 200/2176: Loss: 0.48 | Accuracy: 0.98
[Training] Itteration/Batch: 225/2176: Loss: 0.61 | Accuracy: 0.91
[Training] Itteration/Batch: 250/2176: Loss: 0.79 | Accuracy: 0.98
[Training] Itteration/Batch: 275/2176: Loss: 1.72 | Accuracy: 0.89
[Training] Itteration/Batch: 300/2176: Loss: 0.34 | Accuracy: 1.00
[Training] Itteration/Batch: 325/2176: Loss: 1.49 | Accuracy: 0.84
[Training] Itteration/Batch: 350/2176: Loss: 1.18 | Accuracy: 0.93
[Training] Itteration/Batch: 375/2176: Loss: 0.83 | Accuracy: 0.98
[Training] Itteration/Batch: 400/2176: Loss: 1.37 | Accuracy: 0.96
[Training] Itteration/Batch: 425/2176: Loss: 0.45 | Accuracy: 0.98
[Training] Itteration/Batch: 450/2176: Loss: 0.15 | Accuracy: 1.00
[Training] Itteration/Batch: 475/2176: Loss: 0.63 | Accuracy: 0.95
[Training] Itteration/Batch: 500/2176: Loss: 0.83 | Accuracy: 0.94
[Training] Itteration/Batch: 525/2176: Loss: 0.92 | Accuracy: 0.97
[Training] Itteration/Batch: 550/2176: Loss: 0.52 | Accuracy: 0.94
[Training] Itteration/Batch: 575/2176: Loss: 0.19 | Accuracy: 1.00
[Training] Itteration/Batch: 600/2176: Loss: 0.72 | Accuracy: 0.93
[Training] Itteration/Batch: 625/2176: Loss: 0.17 | Accuracy: 1.00
[Training] Itteration/Batch: 650/2176: Loss: 0.72 | Accuracy: 0.92
[Training] Itteration/Batch: 675/2176: Loss: 3.04 | Accuracy: 0.94
[Training] Itteration/Batch: 700/2176: Loss: 1.23 | Accuracy: 0.87
[Training] Itteration/Batch: 725/2176: Loss: 1.10 | Accuracy: 0.94
[Training] Itteration/Batch: 750/2176: Loss: 0.85 | Accuracy: 0.93
[Training] Itteration/Batch: 775/2176: Loss: 0.44 | Accuracy: 1.00
[Training] Itteration/Batch: 800/2176: Loss: 0.32 | Accuracy: 0.98
[Training] Itteration/Batch: 825/2176: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 850/2176: Loss: 1.35 | Accuracy: 0.95
[Training] Itteration/Batch: 875/2176: Loss: 0.86 | Accuracy: 0.87
[Training] Itteration/Batch: 900/2176: Loss: 1.20 | Accuracy: 0.85
[Training] Itteration/Batch: 925/2176: Loss: 0.16 | Accuracy: 1.00
[Training] Itteration/Batch: 950/2176: Loss: 0.87 | Accuracy: 0.91
[Training] Itteration/Batch: 975/2176: Loss: 2.11 | Accuracy: 0.93
[Training] Itteration/Batch: 1000/2176: Loss: 0.88 | Accuracy: 0.92
[Training] Itteration/Batch: 1025/2176: Loss: 0.20 | Accuracy: 1.00
[Training] Itteration/Batch: 1050/2176: Loss: 1.25 | Accuracy: 0.98
[Training] Itteration/Batch: 1075/2176: Loss: 0.60 | Accuracy: 0.94
[Training] Itteration/Batch: 1100/2176: Loss: 0.91 | Accuracy: 0.90
[Training] Itteration/Batch: 1125/2176: Loss: 1.01 | Accuracy: 0.94
[Training] Itteration/Batch: 1150/2176: Loss: 3.19 | Accuracy: 0.86
[Training] Itteration/Batch: 1175/2176: Loss: 0.55 | Accuracy: 0.96
[Training] Itteration/Batch: 1200/2176: Loss: 0.65 | Accuracy: 0.98
[Training] Itteration/Batch: 1225/2176: Loss: 3.74 | Accuracy: 0.97
[Training] Itteration/Batch: 1250/2176: Loss: 0.24 | Accuracy: 1.00
[Training] Itteration/Batch: 1275/2176: Loss: 0.78 | Accuracy: 0.92
[Training] Itteration/Batch: 1300/2176: Loss: 1.31 | Accuracy: 0.86
[Training] Itteration/Batch: 1325/2176: Loss: 0.29 | Accuracy: 1.00
[Training] Itteration/Batch: 1350/2176: Loss: 0.56 | Accuracy: 0.96
[Training] Itteration/Batch: 1375/2176: Loss: 0.85 | Accuracy: 0.96
[Training] Itteration/Batch: 1400/2176: Loss: 0.39 | Accuracy: 0.94
[Training] Itteration/Batch: 1425/2176: Loss: 0.82 | Accuracy: 0.93
[Training] Itteration/Batch: 1450/2176: Loss: 1.38 | Accuracy: 0.92
[Training] Itteration/Batch: 1475/2176: Loss: 0.65 | Accuracy: 0.95
[Training] Itteration/Batch: 1500/2176: Loss: 0.51 | Accuracy: 0.97
[Training] Itteration/Batch: 1525/2176: Loss: 0.51 | Accuracy: 0.96
[Training] Itteration/Batch: 1550/2176: Loss: 2.62 | Accuracy: 0.94
[Training] Itteration/Batch: 1575/2176: Loss: 0.43 | Accuracy: 0.96
[Training] Itteration/Batch: 1600/2176: Loss: 1.33 | Accuracy: 0.95
[Training] Itteration/Batch: 1625/2176: Loss: 1.40 | Accuracy: 0.93
[Training] Itteration/Batch: 1650/2176: Loss: 1.10 | Accuracy: 0.87
[Training] Itteration/Batch: 1675/2176: Loss: 0.65 | Accuracy: 0.96
[Training] Itteration/Batch: 1700/2176: Loss: 0.53 | Accuracy: 0.98
[Training] Itteration/Batch: 1725/2176: Loss: 1.36 | Accuracy: 0.87
[Training] Itteration/Batch: 1750/2176: Loss: 0.93 | Accuracy: 0.87
[Training] Itteration/Batch: 1775/2176: Loss: 1.53 | Accuracy: 0.97
[Training] Itteration/Batch: 1800/2176: Loss: 1.02 | Accuracy: 0.88
[Training] Itteration/Batch: 1825/2176: Loss: 1.66 | Accuracy: 0.93
[Training] Itteration/Batch: 1850/2176: Loss: 0.40 | Accuracy: 0.98
[Training] Itteration/Batch: 1875/2176: Loss: 0.48 | Accuracy: 0.98
[Training] Itteration/Batch: 1900/2176: Loss: 0.82 | Accuracy: 0.91
[Training] Itteration/Batch: 1925/2176: Loss: 1.09 | Accuracy: 0.89
[Training] Itteration/Batch: 1950/2176: Loss: 0.84 | Accuracy: 0.95
[Training] Itteration/Batch: 1975/2176: Loss: 0.62 | Accuracy: 0.93
[Training] Itteration/Batch: 2000/2176: Loss: 0.49 | Accuracy: 0.98
[Training] Itteration/Batch: 2025/2176: Loss: 2.91 | Accuracy: 0.93
[Training] Itteration/Batch: 2050/2176: Loss: 0.63 | Accuracy: 0.92
[Training] Itteration/Batch: 2075/2176: Loss: 0.72 | Accuracy: 0.93
[Training] Itteration/Batch: 2100/2176: Loss: 0.40 | Accuracy: 0.97
[Training] Itteration/Batch: 2125/2176: Loss: 1.35 | Accuracy: 0.95
[Training] Itteration/Batch: 2150/2176: Loss: 0.73 | Accuracy: 0.93
[Training] Itteration/Batch: 2175/2176: Loss: 0.63 | Accuracy: 0.93

Epoch 5: Val Bin. F1 Majority 0.36229509115219116 | Val Macro F1 Majority 0.6634496337952535 |             Val Bin F1 Individual 0.3705453872680664 | Val Macro F1 Individual 0.6646599176155913 |             Val Accuracy Majority 0.9329310059547424 | Val Accuracy Individual 0.9226170182228088 | Training Loss:0.8173457980155945 |             Val Loss 1.3268499374389648 | Train Runtime Millis 260072.9197539622 | Val Runtime Millis 49311.586611904204

______________________________	 Running Epoch 1 of 10 	______________________________
[Training] Itteration/Batch:   0/2176: Loss: 2.08 | Accuracy: 0.45
[Training] Itteration/Batch:  25/2176: Loss: 2.45 | Accuracy: 0.37
[Training] Itteration/Batch:  50/2176: Loss: 2.14 | Accuracy: 0.57
[Training] Itteration/Batch:  75/2176: Loss: 3.81 | Accuracy: 0.69
[Training] Itteration/Batch: 100/2176: Loss: 2.39 | Accuracy: 0.75
[Training] Itteration/Batch: 125/2176: Loss: 1.62 | Accuracy: 0.79
[Training] Itteration/Batch: 150/2176: Loss: 2.51 | Accuracy: 0.71
[Training] Itteration/Batch: 175/2176: Loss: 1.83 | Accuracy: 0.73
[Training] Itteration/Batch: 200/2176: Loss: 2.32 | Accuracy: 0.85
[Training] Itteration/Batch: 225/2176: Loss: 1.81 | Accuracy: 0.81
[Training] Itteration/Batch: 250/2176: Loss: 3.38 | Accuracy: 0.89
[Training] Itteration/Batch: 275/2176: Loss: 1.93 | Accuracy: 0.88
[Training] Itteration/Batch: 300/2176: Loss: 2.34 | Accuracy: 0.92
[Training] Itteration/Batch: 325/2176: Loss: 1.35 | Accuracy: 0.94
[Training] Itteration/Batch: 350/2176: Loss: 1.70 | Accuracy: 0.95
[Training] Itteration/Batch: 375/2176: Loss: 2.27 | Accuracy: 0.90
[Training] Itteration/Batch: 400/2176: Loss: 3.26 | Accuracy: 0.92
[Training] Itteration/Batch: 425/2176: Loss: 3.42 | Accuracy: 0.91
[Training] Itteration/Batch: 450/2176: Loss: 1.78 | Accuracy: 0.97
[Training] Itteration/Batch: 475/2176: Loss: 4.82 | Accuracy: 0.84
[Training] Itteration/Batch: 500/2176: Loss: 2.90 | Accuracy: 0.94
[Training] Itteration/Batch: 525/2176: Loss: 4.62 | Accuracy: 0.89
[Training] Itteration/Batch: 550/2176: Loss: 1.39 | Accuracy: 0.98
[Training] Itteration/Batch: 575/2176: Loss: 3.56 | Accuracy: 0.88
[Training] Itteration/Batch: 600/2176: Loss: 1.23 | Accuracy: 0.93
[Training] Itteration/Batch: 625/2176: Loss: 1.86 | Accuracy: 0.96
[Training] Itteration/Batch: 650/2176: Loss: 1.92 | Accuracy: 0.94
[Training] Itteration/Batch: 675/2176: Loss: 1.95 | Accuracy: 0.96
[Training] Itteration/Batch: 700/2176: Loss: 1.58 | Accuracy: 0.97
[Training] Itteration/Batch: 725/2176: Loss: 1.93 | Accuracy: 0.96
[Training] Itteration/Batch: 750/2176: Loss: 1.60 | Accuracy: 0.96
[Training] Itteration/Batch: 775/2176: Loss: 1.58 | Accuracy: 0.98
[Training] Itteration/Batch: 800/2176: Loss: 2.17 | Accuracy: 0.97
[Training] Itteration/Batch: 825/2176: Loss: 3.17 | Accuracy: 0.91
[Training] Itteration/Batch: 850/2176: Loss: 1.89 | Accuracy: 0.96
[Training] Itteration/Batch: 875/2176: Loss: 0.97 | Accuracy: 1.00
[Training] Itteration/Batch: 900/2176: Loss: 1.06 | Accuracy: 0.96
[Training] Itteration/Batch: 925/2176: Loss: 2.16 | Accuracy: 0.95
[Training] Itteration/Batch: 950/2176: Loss: 2.91 | Accuracy: 0.92
[Training] Itteration/Batch: 975/2176: Loss: 2.80 | Accuracy: 0.94
[Training] Itteration/Batch: 1000/2176: Loss: 1.42 | Accuracy: 0.98
[Training] Itteration/Batch: 1025/2176: Loss: 1.88 | Accuracy: 0.95
[Training] Itteration/Batch: 1050/2176: Loss: 3.23 | Accuracy: 0.82
[Training] Itteration/Batch: 1075/2176: Loss: 1.09 | Accuracy: 0.97
[Training] Itteration/Batch: 1100/2176: Loss: 2.44 | Accuracy: 0.88
[Training] Itteration/Batch: 1125/2176: Loss: 1.13 | Accuracy: 0.98
[Training] Itteration/Batch: 1150/2176: Loss: 0.82 | Accuracy: 1.00
[Training] Itteration/Batch: 1175/2176: Loss: 1.14 | Accuracy: 0.92
[Training] Itteration/Batch: 1200/2176: Loss: 2.40 | Accuracy: 0.97
[Training] Itteration/Batch: 1225/2176: Loss: 0.84 | Accuracy: 1.00
[Training] Itteration/Batch: 1250/2176: Loss: 1.92 | Accuracy: 0.92
[Training] Itteration/Batch: 1275/2176: Loss: 1.75 | Accuracy: 0.90
[Training] Itteration/Batch: 1300/2176: Loss: 1.51 | Accuracy: 0.86
[Training] Itteration/Batch: 1325/2176: Loss: 1.00 | Accuracy: 1.00
[Training] Itteration/Batch: 1350/2176: Loss: 2.43 | Accuracy: 0.87
[Training] Itteration/Batch: 1375/2176: Loss: 1.34 | Accuracy: 0.95
[Training] Itteration/Batch: 1400/2176: Loss: 1.05 | Accuracy: 0.93
[Training] Itteration/Batch: 1425/2176: Loss: 2.92 | Accuracy: 0.92
[Training] Itteration/Batch: 1450/2176: Loss: 2.15 | Accuracy: 0.84
[Training] Itteration/Batch: 1475/2176: Loss: 1.97 | Accuracy: 0.84
[Training] Itteration/Batch: 1500/2176: Loss: 2.23 | Accuracy: 0.96
[Training] Itteration/Batch: 1525/2176: Loss: 0.88 | Accuracy: 1.00
[Training] Itteration/Batch: 1550/2176: Loss: 0.95 | Accuracy: 0.96
[Training] Itteration/Batch: 1575/2176: Loss: 0.68 | Accuracy: 1.00
[Training] Itteration/Batch: 1600/2176: Loss: 2.75 | Accuracy: 0.98
[Training] Itteration/Batch: 1625/2176: Loss: 0.69 | Accuracy: 1.00
[Training] Itteration/Batch: 1650/2176: Loss: 1.61 | Accuracy: 0.90
[Training] Itteration/Batch: 1675/2176: Loss: 0.95 | Accuracy: 0.95
[Training] Itteration/Batch: 1700/2176: Loss: 2.01 | Accuracy: 0.77
[Training] Itteration/Batch: 1725/2176: Loss: 2.28 | Accuracy: 0.74
[Training] Itteration/Batch: 1750/2176: Loss: 2.46 | Accuracy: 0.95
[Training] Itteration/Batch: 1775/2176: Loss: 2.85 | Accuracy: 0.93
[Training] Itteration/Batch: 1800/2176: Loss: 1.21 | Accuracy: 0.96
[Training] Itteration/Batch: 1825/2176: Loss: 1.09 | Accuracy: 0.98
[Training] Itteration/Batch: 1850/2176: Loss: 0.95 | Accuracy: 0.94
[Training] Itteration/Batch: 1875/2176: Loss: 2.77 | Accuracy: 0.93
[Training] Itteration/Batch: 1900/2176: Loss: 0.83 | Accuracy: 0.96
[Training] Itteration/Batch: 1925/2176: Loss: 1.98 | Accuracy: 0.92
[Training] Itteration/Batch: 1950/2176: Loss: 1.54 | Accuracy: 0.91
[Training] Itteration/Batch: 1975/2176: Loss: 3.10 | Accuracy: 0.91
[Training] Itteration/Batch: 2000/2176: Loss: 2.32 | Accuracy: 0.80
[Training] Itteration/Batch: 2025/2176: Loss: 1.71 | Accuracy: 0.89
[Training] Itteration/Batch: 2050/2176: Loss: 2.21 | Accuracy: 0.85
[Training] Itteration/Batch: 2075/2176: Loss: 1.03 | Accuracy: 0.87
[Training] Itteration/Batch: 2100/2176: Loss: 0.56 | Accuracy: 1.00
[Training] Itteration/Batch: 2125/2176: Loss: 1.01 | Accuracy: 0.88
[Training] Itteration/Batch: 2150/2176: Loss: 1.60 | Accuracy: 0.87
[Training] Itteration/Batch: 2175/2176: Loss: 2.43 | Accuracy: 0.68

